Airline,Source,Destination,Date_of_Journey,Dep_Time,Duration,Total_Stops,Additional_Info,Price_in_Euro
Jet Airways,Banglore,Delhi,12/05/2019,06:00,2h 45m,non-stop,In-flight meal not included,57.178
Multiple carriers,Delhi,Cochin,3/06/2019,07:05,12h 10m,1 stop,No info,165.638
IndiGo,Delhi,Cochin,3/04/2019,10:35,5h,1 stop,No info,55.803
Multiple carriers,Delhi,Cochin,15/05/2019,08:00,11h,1 stop,No info,112.167
SpiceJet,Chennai,Kolkata,27/06/2019,17:45,2h 20m,non-stop,No check-in baggage included,38.973
Jet Airways,Banglore,Delhi,27/06/2019,17:45,3h,non-stop,In-flight meal not included,79.519
Air India,Delhi,Cochin,1/06/2019,12:00,19h 40m,2 stops,No info,120.626
Jet Airways,Kolkata,Banglore,24/03/2019,13:55,9h 30m,1 stop,In-flight meal not included,122.474
Air Asia,Kolkata,Banglore,6/04/2019,22:50,2h 30m,non-stop,No info,41.877
Air India,Banglore,Delhi,6/05/2019,13:20,2h 50m,non-stop,No info,57.508
IndiGo,Chennai,Kolkata,12/06/2019,14:45,2h 20m,non-stop,No info,39.567
Air Asia,Banglore,Delhi,18/05/2019,11:10,2h 45m,non-stop,No info,49.313
Jet Airways,Delhi,Cochin,24/06/2019,11:30,16h 55m,1 stop,In-flight meal not included,112.882
SpiceJet,Delhi,Cochin,6/06/2019,08:45,4h 30m,1 stop,No check-in baggage included,56.738
Air India,Banglore,New Delhi,21/03/2019,22:00,25h 20m,1 stop,No info,66.110
Jet Airways,Delhi,Cochin,12/06/2019,14:35,22h,2 stops,No info,147.136
Jet Airways,Delhi,Cochin,21/03/2019,05:40,22h 45m,2 stops,No info,126.973
Multiple carriers,Delhi,Cochin,6/03/2019,09:55,9h 20m,1 stop,In-flight meal not included,168.762
SpiceJet,Banglore,New Delhi,15/03/2019,09:35,2h 55m,non-stop,No info,69.399
Vistara,Banglore,Delhi,24/05/2019,19:30,2h 45m,non-stop,No info,64.053
Vistara,Banglore,New Delhi,24/03/2019,11:30,2h 40m,non-stop,No info,59.433
SpiceJet,Kolkata,Banglore,1/06/2019,06:55,2h 35m,non-stop,No info,42.603
Jet Airways,Delhi,Cochin,27/05/2019,21:50,21h 10m,1 stop,In-flight meal not included,141.878
IndiGo,Delhi,Cochin,15/05/2019,17:10,8h 20m,1 stop,No info,76.769
Air India,Kolkata,Banglore,12/05/2019,16:45,23h 30m,2 stops,No info,147.807
Jet Airways,Delhi,Cochin,27/03/2019,11:30,16h 55m,1 stop,In-flight meal not included,66.187
Jet Airways,Delhi,Cochin,21/03/2019,07:05,5h 30m,1 stop,In-flight meal not included,154.583
IndiGo,Chennai,Kolkata,6/03/2019,11:35,2h 25m,non-stop,No info,80.245
Jet Airways,Kolkata,Banglore,12/06/2019,18:55,24h 55m,1 stop,No info,143.484
Jet Airways,Banglore,Delhi,3/05/2019,11:10,2h 55m,non-stop,In-flight meal not included,44.330
Air India,Banglore,New Delhi,06/03/2019,08:15,27h 5m,2 stops,No info,153.362
Jet Airways,Kolkata,Banglore,12/05/2019,06:30,11h 45m,1 stop,No info,162.591
SpiceJet,Banglore,New Delhi,24/03/2019,05:45,2h 50m,non-stop,No info,39.369
Air India,Delhi,Cochin,27/05/2019,22:00,21h 15m,2 stops,No info,112.541
IndiGo,Delhi,Cochin,27/05/2019,06:50,5h 20m,1 stop,No info,60.830
Jet Airways,Kolkata,Banglore,12/05/2019,14:05,5h 45m,1 stop,In-flight meal not included,119.284
Air India,Delhi,Cochin,6/06/2019,08:00,11h 15m,1 stop,No info,92.092
Jet Airways,Delhi,Cochin,9/03/2019,06:50,12h 55m,1 stop,No info,179.179
Air India,Delhi,Cochin,6/05/2019,22:00,21h 15m,2 stops,No info,128.711
Multiple carriers Premium economy,Delhi,Cochin,21/03/2019,06:00,9h 30m,1 stop,No info,123.959
Multiple carriers,Delhi,Cochin,18/05/2019,13:00,12h 30m,1 stop,No info,103.235
Jet Airways,Kolkata,Banglore,24/05/2019,17:00,6h 35m,1 stop,No info,155.661
Jet Airways,Banglore,Delhi,9/04/2019,08:20,3h,non-stop,In-flight meal not included,49.984
Jet Airways,Banglore,New Delhi,12/03/2019,20:35,14h 10m,1 stop,In-flight meal not included,121.957
IndiGo,Kolkata,Banglore,3/06/2019,04:40,2h 35m,non-stop,No info,57.464
IndiGo,Kolkata,Banglore,27/06/2019,09:35,2h 35m,non-stop,No info,52.844
Air India,Mumbai,Hyderabad,12/03/2019,05:55,14h 40m,1 stop,No info,75.911
Multiple carriers,Delhi,Cochin,21/03/2019,14:35,7h 45m,1 stop,In-flight meal not included,65.989
Vistara,Banglore,Delhi,9/04/2019,21:00,2h 50m,non-stop,No info,59.433
Jet Airways,Delhi,Cochin,12/06/2019,05:30,13h 30m,2 stops,No info,143.154
Jet Airways,Mumbai,Hyderabad,6/05/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
Jet Airways,Kolkata,Banglore,21/05/2019,06:30,25h 45m,1 stop,No info,153.351
Jet Airways,Delhi,Cochin,3/06/2019,21:25,21h 35m,2 stops,In-flight meal not included,126.577
Multiple carriers,Delhi,Cochin,15/06/2019,08:00,11h,1 stop,No info,134.112
Multiple carriers,Delhi,Cochin,27/05/2019,18:00,7h 30m,1 stop,No info,79.178
IndiGo,Delhi,Cochin,21/06/2019,14:25,3h 15m,non-stop,No info,55.000
SpiceJet,Kolkata,Banglore,3/04/2019,06:55,2h 35m,non-stop,No check-in baggage included,42.251
Jet Airways,Delhi,Cochin,21/03/2019,13:00,5h 50m,1 stop,No info,135.817
Vistara,Chennai,Kolkata,15/06/2019,17:45,2h 20m,non-stop,No info,131.802
Jet Airways,Delhi,Cochin,9/05/2019,05:30,22h 55m,2 stops,In-flight meal not included,143.319
Jet Airways,Banglore,New Delhi,06/03/2019,20:35,11h 40m,1 stop,No info,184.096
IndiGo,Kolkata,Banglore,15/04/2019,17:15,2h 35m,non-stop,No info,45.914
SpiceJet,Kolkata,Banglore,27/06/2019,09:00,2h 25m,non-stop,No check-in baggage included,42.251
Jet Airways,Delhi,Cochin,6/03/2019,19:45,24h,1 stop,No info,187.264
IndiGo,Banglore,Delhi,24/05/2019,21:15,3h,non-stop,No info,43.373
IndiGo,Delhi,Cochin,3/06/2019,11:55,10h 35m,1 stop,No info,70.862
Air India,Delhi,Cochin,9/03/2019,07:05,36h 10m,2 stops,No info,129.382
SpiceJet,Kolkata,Banglore,24/04/2019,09:00,2h 25m,non-stop,No info,45.914
IndiGo,Kolkata,Banglore,18/06/2019,04:40,2h 35m,non-stop,No info,52.844
Multiple carriers,Delhi,Cochin,6/06/2019,14:00,11h 30m,1 stop,No info,147.147
Jet Airways,Banglore,Delhi,1/04/2019,11:10,2h 55m,non-stop,No info,79.519
IndiGo,Banglore,New Delhi,15/03/2019,22:20,2h 50m,non-stop,No info,97.405
Multiple carriers,Delhi,Cochin,27/06/2019,10:20,8h 55m,1 stop,No info,85.151
Jet Airways,Banglore,New Delhi,01/03/2019,08:00,5h 15m,1 stop,No info,244.970
Multiple carriers,Delhi,Cochin,3/06/2019,08:45,12h 15m,1 stop,No info,85.140
Air India,Kolkata,Banglore,9/06/2019,09:50,26h 40m,2 stops,No info,164.560
Jet Airways,Delhi,Cochin,27/03/2019,09:55,8h 55m,1 stop,No info,132.352
Air India,Mumbai,Hyderabad,6/03/2019,21:05,1h 20m,non-stop,No info,60.082
Jet Airways,Delhi,Cochin,21/03/2019,19:45,23h 5m,1 stop,No info,135.817
Air India,Chennai,Kolkata,27/03/2019,11:40,2h 15m,non-stop,No info,34.595
Jet Airways,Banglore,New Delhi,21/03/2019,11:40,8h 40m,1 stop,In-flight meal not included,86.152
IndiGo,Kolkata,Banglore,21/06/2019,15:15,2h 30m,non-stop,No info,52.844
IndiGo,Delhi,Cochin,9/03/2019,02:05,5h 5m,1 stop,No info,115.302
Jet Airways,Delhi,Cochin,18/05/2019,11:30,16h 55m,1 stop,In-flight meal not included,136.103
Multiple carriers,Delhi,Cochin,3/03/2019,07:05,15h 15m,1 stop,No info,115.258
Jet Airways,Delhi,Cochin,18/05/2019,09:40,18h 45m,2 stops,In-flight meal not included,143.319
Air India,Delhi,Cochin,21/03/2019,12:30,20h 55m,1 stop,No info,71.302
Jet Airways,Delhi,Cochin,18/05/2019,09:00,10h,1 stop,No info,171.094
Multiple carriers,Delhi,Cochin,12/06/2019,08:45,10h 15m,1 stop,No info,129.679
IndiGo,Kolkata,Banglore,24/03/2019,14:30,5h 40m,1 stop,No info,103.543
Air India,Kolkata,Banglore,9/06/2019,16:45,28h 20m,1 stop,No info,84.282
Multiple carriers,Delhi,Cochin,21/05/2019,19:00,6h 30m,1 stop,No info,86.768
Air Asia,Kolkata,Banglore,15/05/2019,07:35,15h 55m,1 stop,No info,57.112
Multiple carriers,Delhi,Cochin,24/06/2019,10:20,10h 40m,1 stop,In-flight meal not included,66.077
Jet Airways,Delhi,Cochin,27/05/2019,10:00,26h 35m,1 stop,In-flight meal not included,141.878
Air India,Banglore,New Delhi,18/03/2019,08:50,25h 45m,2 stops,No info,130.735
Vistara,Kolkata,Banglore,24/03/2019,17:00,5h 55m,1 stop,No info,157.960
Air India,Kolkata,Banglore,12/05/2019,16:45,19h 45m,2 stops,No info,157.630
Multiple carriers,Delhi,Cochin,27/03/2019,13:05,9h 15m,1 stop,No info,66.836
SpiceJet,Kolkata,Banglore,1/03/2019,06:55,2h 40m,non-stop,No info,50.842
Jet Airways,Kolkata,Banglore,9/05/2019,21:10,11h 5m,1 stop,No info,158.268
Multiple carriers,Delhi,Cochin,21/05/2019,08:45,10h 15m,1 stop,No info,107.734
IndiGo,Kolkata,Banglore,3/06/2019,15:15,2h 30m,non-stop,No info,52.844
Jet Airways,Kolkata,Banglore,9/05/2019,21:10,7h 30m,1 stop,In-flight meal not included,106.293
GoAir,Delhi,Cochin,9/05/2019,07:25,6h 10m,1 stop,No info,64.262
Multiple carriers,Delhi,Cochin,3/03/2019,07:00,8h 30m,1 stop,No info,171.633
IndiGo,Kolkata,Banglore,3/03/2019,22:10,2h 45m,non-stop,No info,61.798
IndiGo,Kolkata,Banglore,3/03/2019,14:20,2h 35m,non-stop,No info,72.215
SpiceJet,Delhi,Cochin,15/04/2019,17:55,4h 55m,1 stop,No info,57.431
Jet Airways,Delhi,Cochin,27/06/2019,09:40,9h 20m,2 stops,In-flight meal not included,114.048
Air India,Delhi,Cochin,24/06/2019,20:40,12h 45m,1 stop,No info,82.280
Jet Airways,Delhi,Cochin,12/06/2019,11:45,24h 50m,2 stops,No info,152.702
IndiGo,Delhi,Cochin,24/06/2019,06:50,9h 20m,1 stop,No info,70.862
IndiGo,Banglore,Delhi,24/06/2019,07:10,2h 55m,non-stop,No info,53.053
SpiceJet,Kolkata,Banglore,21/05/2019,17:10,2h 30m,non-stop,No info,42.603
Jet Airways,Kolkata,Banglore,1/05/2019,17:00,17h 55m,1 stop,No info,133.331
IndiGo,Banglore,Delhi,27/04/2019,10:10,2h 50m,non-stop,No info,48.653
Air India,Kolkata,Banglore,24/06/2019,14:15,2h 30m,non-stop,No info,60.610
Jet Airways,Banglore,Delhi,6/04/2019,08:20,3h,non-stop,No info,79.519
Jet Airways,Delhi,Cochin,9/06/2019,19:45,16h 50m,1 stop,In-flight meal not included,116.347
Jet Airways,Mumbai,Hyderabad,27/03/2019,10:20,1h 30m,non-stop,No info,88.440
Jet Airways,Delhi,Cochin,3/06/2019,13:00,6h,1 stop,No info,161.854
Jet Airways,Banglore,Delhi,9/06/2019,06:00,2h 45m,non-stop,In-flight meal not included,79.519
Multiple carriers,Delhi,Cochin,21/03/2019,07:05,14h 15m,2 stops,No info,73.183
IndiGo,Delhi,Cochin,24/06/2019,05:05,11h 5m,1 stop,No info,70.862
IndiGo,Kolkata,Banglore,12/05/2019,21:25,2h 40m,non-stop,No info,52.844
Air India,Delhi,Cochin,9/05/2019,13:15,20h 10m,2 stops,No info,103.587
Jet Airways,Kolkata,Banglore,24/05/2019,18:55,24h 55m,1 stop,In-flight meal not included,119.284
Jet Airways,Banglore,Delhi,12/05/2019,17:45,3h,non-stop,No info,79.519
Jet Airways,Delhi,Cochin,6/03/2019,09:00,9h 50m,1 stop,In-flight meal not included,169.400
IndiGo,Delhi,Cochin,15/06/2019,08:30,12h 30m,1 stop,No info,70.576
Air India,Banglore,Delhi,3/04/2019,13:20,2h 50m,non-stop,No info,56.936
IndiGo,Delhi,Cochin,21/03/2019,16:00,9h 35m,1 stop,No info,101.904
Multiple carriers,Delhi,Cochin,6/06/2019,09:00,12h,1 stop,No info,149.457
SpiceJet,Chennai,Kolkata,1/05/2019,08:20,2h 15m,non-stop,No info,39.567
Air Asia,Banglore,Delhi,27/04/2019,04:55,2h 50m,non-stop,No info,47.102
Jet Airways,Mumbai,Hyderabad,27/06/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
IndiGo,Kolkata,Banglore,1/06/2019,20:20,2h 35m,non-stop,No info,52.844
Jet Airways,Kolkata,Banglore,6/05/2019,06:30,9h 50m,1 stop,In-flight meal not included,119.284
Jet Airways,Delhi,Cochin,1/06/2019,21:50,14h 45m,1 stop,No info,161.854
Jet Airways,Kolkata,Banglore,6/06/2019,21:10,12h 10m,1 stop,No info,160.281
Jet Airways,Banglore,New Delhi,21/03/2019,11:40,23h 45m,1 stop,In-flight meal not included,86.152
Jet Airways,Kolkata,Banglore,1/04/2019,20:25,21h 35m,1 stop,No info,126.137
Jet Airways,Kolkata,Banglore,9/05/2019,17:00,17h 55m,1 stop,No info,120.483
IndiGo,Kolkata,Banglore,9/03/2019,20:25,2h 40m,non-stop,No info,45.628
SpiceJet,Kolkata,Banglore,9/05/2019,09:00,2h 25m,non-stop,No info,42.603
IndiGo,Banglore,Delhi,27/04/2019,22:10,2h 50m,non-stop,No info,43.373
Air Asia,Delhi,Cochin,27/03/2019,16:45,5h 30m,1 stop,No info,67.661
Vistara,Mumbai,Hyderabad,12/03/2019,08:45,14h 10m,1 stop,No info,132.880
Jet Airways,Kolkata,Banglore,9/05/2019,20:00,14h 5m,1 stop,No info,149.424
IndiGo,Delhi,Cochin,6/05/2019,11:25,14h 5m,1 stop,No info,76.769
Air Asia,Banglore,New Delhi,09/03/2019,23:25,2h 45m,non-stop,No info,49.302
IndiGo,Kolkata,Banglore,1/04/2019,18:05,5h 25m,1 stop,No info,69.124
IndiGo,Kolkata,Banglore,24/05/2019,19:35,3h 40m,1 stop,No info,46.486
IndiGo,Delhi,Cochin,9/03/2019,06:40,9h 30m,1 stop,No info,70.862
Jet Airways,Delhi,Cochin,18/05/2019,19:45,8h 40m,1 stop,In-flight meal not included,136.103
Jet Airways,Banglore,New Delhi,12/03/2019,05:50,9h 10m,1 stop,No info,124.267
Air India,Kolkata,Banglore,24/05/2019,10:00,15h 20m,2 stops,No info,154.913
Jet Airways,Delhi,Cochin,3/06/2019,11:00,3h 15m,non-stop,In-flight meal not included,79.222
Multiple carriers,Delhi,Cochin,21/03/2019,09:00,9h 50m,1 stop,No info,128.337
Jet Airways,Kolkata,Banglore,24/05/2019,18:55,23h 20m,1 stop,In-flight meal not included,119.284
Air India,Banglore,New Delhi,15/03/2019,11:50,21h 5m,1 stop,No info,65.252
Multiple carriers,Delhi,Cochin,24/06/2019,08:45,10h 30m,1 stop,No info,99.011
Jet Airways,Kolkata,Banglore,6/06/2019,17:00,6h 35m,1 stop,In-flight meal not included,148.159
IndiGo,Mumbai,Hyderabad,15/06/2019,21:20,1h 30m,non-stop,No info,24.497
IndiGo,Delhi,Cochin,15/05/2019,07:15,5h 15m,1 stop,No info,61.996
Multiple carriers,Delhi,Cochin,6/06/2019,15:05,10h 25m,2 stops,No info,175.615
IndiGo,Delhi,Cochin,24/06/2019,20:25,5h 5m,1 stop,No info,55.594
Multiple carriers,Delhi,Cochin,21/03/2019,07:10,9h,1 stop,In-flight meal not included,65.989
IndiGo,Banglore,Delhi,1/05/2019,07:10,2h 55m,non-stop,No info,53.053
SpiceJet,Kolkata,Banglore,12/06/2019,11:35,7h 15m,1 stop,No info,93.269
Vistara,Kolkata,Banglore,15/05/2019,07:10,15h 30m,1 stop,No info,92.972
Jet Airways,Delhi,Cochin,3/06/2019,08:00,11h,1 stop,No info,164.164
Air India,Delhi,Cochin,3/06/2019,19:45,23h 30m,2 stops,No info,114.851
Multiple carriers,Delhi,Cochin,21/05/2019,06:00,15h,1 stop,No info,82.335
Jet Airways,Banglore,Delhi,6/06/2019,08:20,3h,non-stop,In-flight meal not included,71.258
Jet Airways,Delhi,Cochin,27/05/2019,13:25,29h 35m,2 stops,No info,166.419
IndiGo,Kolkata,Banglore,1/05/2019,19:20,4h 25m,1 stop,No info,41.899
Jet Airways,Delhi,Cochin,24/06/2019,08:00,11h,1 stop,1 Long layover,204.391
IndiGo,Kolkata,Banglore,9/06/2019,22:15,2h 35m,non-stop,No info,57.464
IndiGo,Delhi,Cochin,9/05/2019,17:10,8h 20m,1 stop,No info,91.630
Air India,Banglore,Delhi,9/06/2019,10:00,2h 45m,non-stop,No info,76.571
Jet Airways,Delhi,Cochin,9/06/2019,08:00,11h,1 stop,In-flight meal not included,112.882
IndiGo,Mumbai,Hyderabad,21/06/2019,02:35,1h 30m,non-stop,No info,30.294
Multiple carriers,Delhi,Cochin,18/05/2019,15:00,10h 30m,1 stop,No info,150.997
GoAir,Banglore,Delhi,27/04/2019,20:55,2h 45m,non-stop,No info,42.878
Jet Airways,Banglore,New Delhi,12/03/2019,22:55,13h 30m,1 stop,In-flight meal not included,121.957
Air Asia,Banglore,Delhi,6/04/2019,23:55,2h 50m,non-stop,No info,37.213
Jet Airways,Delhi,Cochin,21/03/2019,17:30,25h 20m,1 stop,No info,138.127
Jet Airways,Delhi,Cochin,21/03/2019,06:20,22h 5m,2 stops,In-flight meal not included,91.003
Air India,Mumbai,Hyderabad,12/03/2019,10:05,9h 5m,2 stops,No info,107.096
Jet Airways,Delhi,Cochin,24/06/2019,17:30,25h 30m,1 stop,In-flight meal not included,112.882
Jet Airways,Delhi,Cochin,9/04/2019,05:30,13h 30m,2 stops,No info,128.304
IndiGo,Banglore,Delhi,1/05/2019,23:30,2h 50m,non-stop,No info,50.501
Jet Airways,Banglore,New Delhi,18/03/2019,14:05,5h 5m,1 stop,In-flight meal not included,148.522
Air India,Delhi,Cochin,27/06/2019,13:00,6h 15m,1 stop,No info,92.092
Air India,Banglore,Delhi,21/04/2019,06:10,2h 45m,non-stop,No info,67.331
Vistara,Banglore,New Delhi,21/03/2019,16:00,2h 35m,non-stop,No info,61.743
IndiGo,Delhi,Cochin,6/04/2019,06:50,5h 20m,1 stop,No info,58.278
Jet Airways,Delhi,Cochin,9/03/2019,02:15,17h 30m,1 stop,No info,173.404
Air Asia,Delhi,Cochin,15/06/2019,07:55,14h 30m,1 stop,No info,68.783
Jet Airways,Kolkata,Banglore,18/05/2019,05:45,6h 15m,1 stop,In-flight meal not included,94.446
Jet Airways,Delhi,Cochin,27/03/2019,06:20,22h 5m,2 stops,No info,135.003
IndiGo,Mumbai,Hyderabad,15/05/2019,21:20,1h 30m,non-stop,No info,24.497
Jet Airways,Banglore,Delhi,12/06/2019,19:50,3h,non-stop,In-flight meal not included,63.459
Vistara,Delhi,Cochin,18/04/2019,14:40,3h 10m,non-stop,No info,68.376
IndiGo,Delhi,Cochin,3/06/2019,02:00,5h 45m,1 stop,No info,70.246
Multiple carriers,Delhi,Cochin,1/06/2019,10:00,9h 15m,1 stop,No info,177.188
SpiceJet,Kolkata,Banglore,24/05/2019,22:20,2h 20m,non-stop,No info,42.603
IndiGo,Delhi,Cochin,9/04/2019,10:35,14h 55m,1 stop,No info,68.970
Air India,Banglore,Delhi,12/04/2019,21:05,2h 50m,non-stop,No info,65.021
Multiple carriers,Delhi,Cochin,6/03/2019,09:10,10h 5m,1 stop,No info,165.847
Jet Airways,Banglore,New Delhi,01/03/2019,20:35,14h 50m,1 stop,No info,350.075
SpiceJet,Kolkata,Banglore,6/05/2019,11:35,7h 15m,1 stop,No info,93.269
Vistara,Kolkata,Banglore,12/05/2019,07:10,25h 55m,1 stop,No info,103.367
Jet Airways,Delhi,Cochin,3/06/2019,09:00,27h 35m,1 stop,In-flight meal not included,112.882
IndiGo,Delhi,Cochin,3/04/2019,05:35,3h 15m,non-stop,No info,52.019
Jet Airways,Delhi,Cochin,1/06/2019,17:30,25h 30m,1 stop,No info,161.854
IndiGo,Kolkata,Banglore,15/05/2019,17:15,2h 35m,non-stop,No info,52.844
IndiGo,Kolkata,Banglore,3/06/2019,20:25,2h 45m,non-stop,No info,52.844
Air India,Mumbai,Hyderabad,1/04/2019,21:05,1h 20m,non-stop,No info,22.550
Multiple carriers,Delhi,Cochin,27/03/2019,07:30,11h 45m,1 stop,No info,92.081
Multiple carriers,Delhi,Cochin,27/06/2019,10:00,9h,1 stop,No info,134.112
Multiple carriers Premium economy,Delhi,Cochin,21/03/2019,06:00,12h 50m,1 stop,No info,160.919
IndiGo,Banglore,Delhi,9/04/2019,18:25,2h 55m,non-stop,No info,53.053
Multiple carriers,Delhi,Cochin,9/05/2019,13:00,6h 15m,1 stop,No info,157.553
Jet Airways,Delhi,Cochin,9/05/2019,13:25,23h 10m,2 stops,No info,166.419
IndiGo,Delhi,Cochin,18/05/2019,06:40,14h 20m,1 stop,No info,74.338
Multiple carriers,Delhi,Cochin,21/05/2019,09:00,10h 15m,1 stop,No info,163.328
Air India,Banglore,New Delhi,03/03/2019,06:45,27h 50m,2 stops,No info,135.938
Jet Airways,Banglore,Delhi,21/05/2019,18:55,3h 5m,non-stop,In-flight meal not included,44.330
Air India,Kolkata,Banglore,9/03/2019,14:15,2h 30m,non-stop,No info,54.560
Air India,Delhi,Cochin,27/03/2019,16:40,26h 35m,2 stops,No info,95.216
IndiGo,Delhi,Cochin,6/03/2019,09:10,11h 50m,1 stop,No info,163.581
GoAir,Delhi,Cochin,27/03/2019,06:00,7h 20m,1 stop,No info,50.193
IndiGo,Mumbai,Hyderabad,6/03/2019,21:20,1h 25m,non-stop,No info,52.624
IndiGo,Banglore,Delhi,1/06/2019,20:00,2h 50m,non-stop,No info,53.053
Vistara,Chennai,Kolkata,3/05/2019,07:05,2h 15m,non-stop,No info,40.557
Jet Airways,Banglore,Delhi,27/04/2019,15:15,2h 55m,non-stop,No info,79.519
Jet Airways,Banglore,Delhi,15/04/2019,07:10,3h,non-stop,No info,79.519
Air India,Delhi,Cochin,21/04/2019,06:10,16h 50m,1 stop,No info,78.914
Air India,Delhi,Cochin,21/03/2019,06:50,24h 50m,2 stops,No info,121.781
IndiGo,Delhi,Cochin,15/05/2019,04:55,16h 5m,1 stop,No info,76.769
IndiGo,Chennai,Kolkata,15/05/2019,07:55,2h 20m,non-stop,No info,42.350
Jet Airways,Kolkata,Banglore,12/06/2019,20:00,13h 20m,1 stop,No info,143.484
Jet Airways,Delhi,Cochin,18/05/2019,20:55,7h 30m,1 stop,In-flight meal not included,136.103
Air India,Delhi,Cochin,18/05/2019,13:20,18h 20m,2 stops,No info,151.811
IndiGo,Banglore,Delhi,1/06/2019,08:30,2h 50m,non-stop,No info,53.053
Air India,Delhi,Cochin,9/06/2019,05:15,25h 35m,1 stop,No info,72.457
IndiGo,Mumbai,Hyderabad,3/06/2019,20:05,1h 35m,non-stop,No info,24.497
Jet Airways,Kolkata,Banglore,9/06/2019,17:00,21h 25m,1 stop,No info,155.661
Air India,Banglore,New Delhi,01/03/2019,08:50,38h 35m,2 stops,No info,279.730
SpiceJet,Banglore,Delhi,27/06/2019,21:10,2h 55m,non-stop,No check-in baggage included,47.509
Air India,Delhi,Cochin,3/03/2019,04:00,27h 40m,1 stop,No info,159.082
Jet Airways,Kolkata,Banglore,21/05/2019,06:30,27h 35m,1 stop,In-flight meal not included,94.446
Air India,Kolkata,Banglore,9/06/2019,09:50,11h 15m,1 stop,No info,84.282
Jet Airways,Mumbai,Hyderabad,3/05/2019,07:05,1h 25m,non-stop,In-flight meal not included,54.945
Multiple carriers,Delhi,Cochin,9/06/2019,09:00,12h,1 stop,No info,81.488
Jet Airways,Mumbai,Hyderabad,15/03/2019,19:35,1h 30m,non-stop,No info,62.458
Jet Airways,Mumbai,Hyderabad,9/06/2019,19:35,1h 30m,non-stop,No info,62.458
Jet Airways,Banglore,New Delhi,01/03/2019,08:55,15h 50m,1 stop,No info,295.790
Air India,Mumbai,Hyderabad,6/03/2019,06:00,37h 25m,2 stops,No info,152.944
Jet Airways,Delhi,Cochin,1/06/2019,20:00,8h 25m,2 stops,In-flight meal not included,168.498
Vistara,Kolkata,Banglore,15/05/2019,20:20,26h 20m,1 stop,No info,92.972
IndiGo,Delhi,Cochin,9/06/2019,10:35,10h 25m,1 stop,No info,69.454
Air India,Kolkata,Banglore,1/05/2019,10:00,10h 25m,1 stop,No info,112.233
SpiceJet,Chennai,Kolkata,15/06/2019,08:20,2h 15m,non-stop,No info,39.567
Multiple carriers,Delhi,Cochin,12/06/2019,10:20,8h 55m,1 stop,No info,90.926
Jet Airways,Delhi,Cochin,18/05/2019,21:50,14h 45m,1 stop,In-flight meal not included,136.103
Jet Airways,Banglore,New Delhi,01/03/2019,14:05,7h 15m,1 stop,No info,398.585
IndiGo,Delhi,Cochin,3/03/2019,08:25,12h 35m,1 stop,No info,163.581
Jet Airways,Banglore,Delhi,12/04/2019,17:45,3h,non-stop,No info,79.519
IndiGo,Kolkata,Banglore,24/04/2019,22:15,2h 35m,non-stop,No info,52.844
IndiGo,Banglore,New Delhi,03/03/2019,20:00,2h 55m,non-stop,No info,80.333
Multiple carriers,Delhi,Cochin,1/06/2019,11:30,9h 30m,1 stop,No info,149.457
Multiple carriers,Delhi,Cochin,18/05/2019,14:55,7h 35m,1 stop,No info,85.140
IndiGo,Chennai,Kolkata,1/03/2019,14:40,2h 25m,non-stop,No info,80.245
Multiple carriers,Delhi,Cochin,3/03/2019,18:15,7h 20m,1 stop,No info,208.076
Multiple carriers,Delhi,Cochin,21/05/2019,12:50,6h 25m,1 stop,No info,90.926
Jet Airways,Delhi,Cochin,18/05/2019,02:15,26h 10m,1 stop,In-flight meal not included,136.103
Multiple carriers,Delhi,Cochin,18/05/2019,13:15,9h 15m,1 stop,No info,123.068
Jet Airways,Kolkata,Banglore,18/05/2019,09:35,8h 25m,1 stop,No info,155.661
Jet Airways,Delhi,Cochin,1/06/2019,08:00,11h,1 stop,No info,161.854
Jet Airways,Banglore,Delhi,6/04/2019,07:10,3h,non-stop,No info,79.519
Jet Airways,Delhi,Cochin,27/03/2019,09:00,19h 25m,1 stop,No info,134.662
Jet Airways,Banglore,New Delhi,15/03/2019,07:00,5h 25m,1 stop,In-flight meal not included,100.474
IndiGo,Banglore,Delhi,1/05/2019,22:10,2h 50m,non-stop,No info,43.373
Air India,Banglore,Delhi,1/06/2019,10:00,2h 45m,non-stop,No info,76.571
Jet Airways,Mumbai,Hyderabad,12/03/2019,08:15,8h 20m,2 stops,No info,262.273
SpiceJet,Chennai,Kolkata,24/05/2019,09:45,2h 15m,non-stop,No info,39.567
Multiple carriers,Delhi,Cochin,27/06/2019,13:00,8h,1 stop,No info,81.488
SpiceJet,Banglore,Delhi,27/05/2019,05:55,2h 40m,non-stop,No check-in baggage included,35.827
SpiceJet,Mumbai,Hyderabad,6/05/2019,05:45,1h 30m,non-stop,No check-in baggage included,21.615
Multiple carriers,Delhi,Cochin,27/03/2019,06:40,12h 35m,1 stop,No info,100.100
Air India,Mumbai,Hyderabad,18/06/2019,19:30,1h 15m,non-stop,No info,34.100
Jet Airways,Banglore,New Delhi,01/03/2019,08:00,10h 25m,1 stop,No info,295.790
Jet Airways,Banglore,Delhi,24/06/2019,17:45,3h,non-stop,No info,88.176
